BAC_Wp2	21738	21493	-	3	0.857142857142857
BAC_Wp2	30245	30159	-	3	0.75
BAC_Wp2	39811	39006	+	1	1
BAC_Wp2	42013	41912	-	1	0.1
BAC_Wp2	44696	44410	+	2	0.666666666666667
BAC_Wp2	51238	15311	-	1	0.00740740740740741
BAC_Wp2	51238	48633	-	1	0.00573065902578797
BAC_Wp2	51397	50946	-	2	0.0153256704980843
BAC_Wp2	64713	64538	-	1	0.125
BAC_Wp2	69468	69101	-	1	1
BAC_Wp2	70398	70303	-	1	1
BAC_Wp2	77295	77128	+	1	0.285714285714286
BAC_Wp2	77971	15566	-	1	0.0004004004004004
BAC_Wp2	77971	20993	-	1	0.000398803589232303
BAC_Wp2	77971	37672	-	2	0.000800640512409928
BAC_Wp2	77971	42003	-	2	0.000801121570198278
BAC_Wp2	77971	48633	-	2	0.000789577575996842
BAC_Wp2	77971	49102	-	1	0.000399361022364217
BAC_Wp2	77971	53676	-	6	0.00234558248631744
BAC_Wp2	77971	54642	-	1	0.000400320256204964
BAC_Wp2	77971	58094	-	5	0.00198294665873488
BAC_Wp2	77971	65491	-	1	0.000386697602474865
BAC_Wp2	77971	72021	-	2	0.000782166601486116
BAC_Wp2	77971	72413	-	5	0.00198294665873488
BAC_Wp2	77971	74332	-	1	0.000400320256204964
BAC_Wp2	77971	75875	-	60	0.0229621125143513
BAC_Wp2	77971	77608	-	1	0.00040016006402561
BAC_Wp2	78984	59482	-	1	0.000884564352056612
BAC_Wp2	79484	78184	-	1	0.333333333333333
BAC_Wp2	81414	78081	+	1	0.00203045685279188
BAC_Wp2	81447	81350	+	1	1
BAC_Wp2	83274	77608	-	2	0.00975609756097561
BAC_Wp2	84680	83097	-	1	0.00346620450606586
BAC_Wp2	86090	83097	-	1	0.00347222222222222
BAC_Wp2	86703	20993	-	1	0.00276625172890733
BAC_Wp2	86703	72548	-	1	0.00284090909090909
BAC_Wp2	86703	75875	-	2	0.00428265524625268
BAC_Wp2	86703	81470	-	2	0.00169133192389006
BAC_Wp2	86703	85124	-	1	0.00278551532033426
BAC_Wp2	93168	92899	+	1	0.5
BAC_Wp2	94064	93957	-	1	0.5
BAC_Wp2	94870	28004	-	1	0.00106723585912487
BAC_Wp2	96015	95867	-	1	0.666666666666667
BAC_Wp2	96424	75725	-	1	0.00262123197903014
BAC_Wp2	96424	75875	-	2	0.003996003996004
BAC_Wp2	98610	98452	+	1	1
BAC_Wp2	102405	102343	+	1	0.000629524708844822
BAC_Wp2	112162	101927	+	1	0.00118483412322275
BAC_Wp2	112679	112540	+	1	0.666666666666667
BAC_Wp2	113103	112694	+	1	0.00118764845605701
BAC_Wp2	113300	113104	+	1	0.222222222222222
BAC_Wp2	113612	102343	+	1	0.000670465973851827
BAC_Wp2	114003	102343	+	6	0.00346520358071037
BAC_Wp2	114003	113008	+	1	0.000590318772136954
BAC_Wp2	114003	113474	+	1	0.000556328233657858
BAC_Wp2	120865	119701	+	3	0.0029925187032419
BAC_Wp2	123956	103154	-	2	0.0677966101694915
BAC_Wp2	124005	103154	-	2	0.0655737704918033
BAC_Wp2	125289	124128	+	7	0.0562248995983936
BAC_Wp2	125350	125182	-	1	1
BAC_Wp2	126642	122439	-	6	0.043010752688172
BAC_Wp2	127223	119701	+	1	0.000990589400693413
BAC_Wp2	127331	119701	+	1	0.000796812749003984
BAC_Wp2	127391	126557	+	1	1
BAC_Wp2	127530	121292	+	1	0.666666666666667
BAC_Wp2	127539	127344	-	1	0.4
BAC_Wp2	127574	119701	+	1	0.00098135426889107
BAC_Wp2	128979	119701	+	1	0.000984251968503937
BAC_Wp2	128979	124128	+	2	0.0909090909090909
BAC_Wp2	128979	127463	+	1	0.00386100386100386
BAC_Wp2	130253	119701	+	1	0.000996512207274539
BAC_Wp2	131716	119701	+	1	0.000954653937947494
BAC_Wp2	131803	65491	-	2	0.0013214403700033
BAC_Wp2	131803	67222	-	3	0.00210822206605762
BAC_Wp2	131803	67944	-	1	0.000703729767769177
BAC_Wp2	131803	70729	-	2	0.00139518660620858
BAC_Wp2	131803	72021	-	6	0.00404176490400808
BAC_Wp2	131803	72413	-	13	0.00897170462387854
BAC_Wp2	131803	74332	-	5	0.00350754121360926
BAC_Wp2	131803	75875	-	87	0.056475170399221
BAC_Wp2	131803	77608	-	1	0.000701016473887136
BAC_Wp2	131803	80563	-	1	0.000594000594000594
BAC_Wp2	131803	80782	-	12	0.00447761194029851
BAC_Wp2	131803	81188	-	2	0.00140252454417952
BAC_Wp2	131803	81470	-	5	0.00221631205673759
BAC_Wp2	131803	83097	-	1	0.000585651537335285
BAC_Wp2	131803	83865	-	3	0.00194489465153971
BAC_Wp2	131803	84040	-	1	0.00070298769771529
BAC_Wp2	131803	85936	-	1	0.000693240901213172
BAC_Wp2	131803	86137	-	1	0.000695652173913044
BAC_Wp2	131803	87682	-	3	0.00163844893500819
BAC_Wp2	131803	90095	-	3	0.00196399345335516
BAC_Wp2	131803	91535	-	1	0.000697350069735007
BAC_Wp2	131803	93557	-	2	0.00140105078809107
BAC_Wp2	131803	95298	-	1	0.000544810678289294
BAC_Wp2	131803	95551	-	1	0.000685871056241427
BAC_Wp2	131803	97680	-	3	0.00204918032786885
BAC_Wp2	131803	100823	-	4	0.0027972027972028
BAC_Wp2	131803	103154	-	1	0.000690131124913734
BAC_Wp2	131803	111810	-	1	0.000661594442606682
BAC_Wp2	131803	119788	-	1	0.000703729767769177
BAC_Wp2	131803	121251	-	1	0.000702000702000702
BAC_Wp2	131803	122439	-	2	0.00138217000691085
BAC_Wp2	131803	130639	-	3	0.00210822206605762
BAC_Wp2	133154	119701	+	1	0.000999000999000999
BAC_Wp2	133154	119991	+	1	0.666666666666667
BAC_Wp2	133639	119701	+	8	0.0079641612742658
BAC_Wp2	134392	119701	+	1	0.000998502246630055
BAC_Wp2	136875	119701	+	4	0.00381861575178998
BAC_Wp2	136950	119701	+	3	0.0029673590504451
BAC_Wp2	141454	75875	-	1	0.00829875518672199
BAC_Wp2	151507	119701	+	7	0.00697558545092177
